id	title	teacher_prompt	student_prompt	rougeL_score
1208.0787v2	A Random Walk Based Model Incorporating Social Information for Recommendations	A directed graph visualization of a Markovian random walk recommendation system, nodes representing users and items with distinct colors (blue for users, orange for items), edges weighted by user ratings and incorporating social network links as thicker connections, item content and user profile data visualized as small icons or text snippets attached to respective nodes, the random walk path highlighted in a glowing yellow line traversing from a user node through item nodes influenced by social connections, clean and precise computational social science illustration style, isometric perspective with the graph centrally arranged, subtle grid background, A4 portrait format, 1:sqrt(2) aspect ratio.	A4 portrait format, scientific visualization of a hybrid collaborative filtering model for recommendation systems, directed graph with nodes as items and users, edges weighted by user ratings and social network information, random walk path visualized as glowing trajectory through the graph, nodes colored by item categories (blue, green, orange) and user types (red, yellow, purple), clean infographic style with precise line work and subtle gradients, split-view composition showing both the graph structure and the resulting personalized recommendation list, professional academic illustration with accurate representation of the mathematical model.	0.2917
1711.10157v1	Deformation estimation of an elastic object by partial observation using a neural network	A 3D human liver model reconstructed from CT scan data, semi-transparent elastic mesh with internal vasculature, showing partial surface displacement vectors (red arrows) from sparse observation points, overlaid with a neural network architecture diagram (hidden layers as translucent planes) predicting the full volumetric deformation field (blue displacement vectors), scientific visualization style with clean white background, split-view composition comparing partial input data to full estimated output, volumetric lighting, A4 portrait format, 1:sqrt(2) aspect ratio	A4 portrait format, scientific visualization of a neural network estimating deformation of an elastic object, cross-section view showing a rectangular parallelepiped model with internal strain patterns, overlaid with a translucent neural network architecture with activation nodes, displacement information from sparse observation points visualized as glowing blue data points, deformation field shown as a colored heatmap from cool blue (low strain) to warm red (high strain), clean academic illustration style with precise linework and subtle volumetric lighting, split-view composition showing both the physical object and the neural network's internal representation, color palette of deep blues, grays, and accent reds for data and activation.	0.2198
1601.06259v1	Minimax Lower Bounds for Linear Independence Testing	"A4 portrait format, 1:sqrt(2) aspect ratio. A clean, rigorous scientific diagram illustrating the minimax lower bound for linear independence testing. The central visual is a 3D scatter plot of high-dimensional data points (X_i in R^p, Y_i in R^q) with p and q large, rendered as translucent blue and red point clouds in distinct but overlapping subspaces. Superimposed on this is a translucent grid representing the cross-covariance matrix Σ_XY, with its Frobenius norm ‖Σ_XY‖_F visualized as the intensity and magnitude of connecting lines (in gold) between the point clouds. A key inequality is graphically represented: a large, transparent ""n ≥"" symbol"	A4 portrait format, scientific visualization of minimax lower bound for linear independence testing, cross-covariance matrix Σ_{XY} visualized as a complex, layered data structure with golden energy streams representing statistical power, p+q dimensional multivariate distribution shown as a cloud of colored data points (blue for X, red for Y) with connecting lines to Σ_{XY}, mathematical notation for minimax lower bound n ≥ √(pq)/∥Σ_{XY}∥_F^2 floating in the background, clean academic illustration style with precise linework and subtle gradients, split-view composition showing both the statistical problem and the mathematical lower bound, cool analytical color palette with accents of gold and blue	0.2559
1206.6466v1	Utilizing Static Analysis and Code Generation to Accelerate Neural Networks	A4 portrait format, 1:sqrt(2) aspect ratio. A scientific visualization showing a compiler's static analysis and code generation process for a neural network. On the left, a multi-layer neural network graph with nodes and weighted connections is frozen in a translucent blue crystalline structure, representing static architectural analysis. Golden beams of light trace data flow paths through the frozen network. On the right, these beams converge and transform into highly optimized, parallel machine code streams, visualized as dense, structured green and gold matrices and execution pipelines. The central compiler engine is depicted as a geometric, translucent core with internal optimization passes visible as layered filters. Clean, technical illustration style with a cool blue and metallic gold color palette, sharp lighting, and a split-view composition	A4 portrait format, 1:sqrt(2) aspect ratio. A detailed scientific visualization of a neural network compiler's static analysis and code generation process. The scene shows a 3D architectural diagram of a convolutional neural network (CNN) with clearly labeled layers (Conv2D, MaxPool2D, Flatten). A central, glowing compiler module (SONNC) analyzes the network's static data structure, visualized as a complex, interconnected graph of nodes and edges. From this analysis, optimized parallel code streams out as structured, colored data packets (blue for C++ optimization, orange for MATLAB optimization) flowing into a parallel processing unit. The style is a clean, technical illustration with precise linework, a muted color palette of blues, grays, and	0.3833
1303.4803v1	A Survey of Appearance Models in Visual Object Tracking	A4 portrait format, scientific illustration of visual object tracking appearance models, showing a split-view composition with three main modules: left panel displays visual representation stage with local features (SIFT keypoints as colored circles with orientation lines) and global features (HOG descriptors as gradient histograms overlaid on object silhouette), center panel shows statistical modeling stage with three parallel branches (generative model as Gaussian distribution cloud, discriminative model as SVM decision boundary hyperplane, hybrid model combining both elements), right panel presents tracking output with bounding box sequence over video frames showing target motion path, all connected by data flow arrows labeled with mathematical notation, clean infographic style with muted academic color palette (blues, grays, and accent colors for differentiation), isometric perspective	A4 portrait format, 1:sqrt(2) aspect ratio. Scientific visualization of a 2D appearance model for visual object tracking, showing a moving object (a red rectangle) being tracked through a sequence of video frames. The object's appearance is represented by a probabilistic Gaussian mixture model, visualized as overlapping translucent colored ellipsoids (blue, green, yellow) with varying opacities and sizes, each representing a different appearance model. The tracking path is shown as a solid white line connecting the object's position across frames. The background is a subtle grid of video frames, with the object's trajectory highlighted in a warm orange-to-red gradient. Clean, technical illustration style with precise linework, soft shadows, and a muted color palette of blues, grays, and	0.2387
1705.01143v1	Summarized Network Behavior Prediction	A4 portrait format, 1:sqrt(2) aspect ratio. A scientific visualization of a Spatially Connected Convolutional Network (SCCN) for entity behavior prediction from network logs. The left side shows raw network log data streams transforming into a structured 2D grid of topical metrics, resembling a grayscale image with homogeneous pixel-like data points. The center features the hybrid neural architecture: a Recurrent Neural Network (RNN) branch with unfolding temporal connections processing sequential data, adjacent to a Convolutional Neural Network (CNN) branch with distinct convolutional filters applied to the spatial grid. The right side illustrates the prediction output as a simplified, summarized behavioral trend line. The style is a clean, technical illustration with a muted color	A4 portrait format, 1:sqrt(2) aspect ratio. Scientific visualization of a spatially connected convolutional neural network (SCCN) architecture for network behavior prediction. The core concept shows a massive network log data stream being processed by a recurrent neural network (RNN) module, which outputs a sequence of temporal behavioral metrics. These metrics are then transformed into a grid of homogeneous, pixel-like topical metrics, visualized as a 2D heatmap with a cool blue to warm red gradient. The CNN module, depicted as a series of convolutional filters, scans this spatial grid to extract spatial patterns. The final prediction is shown as a clean, minimalist output layer. Style is a precise, technical 3D scientific illustration with clean lines, soft volumetric lighting, and a	0.4473
1711.09224v1	CondenseNet: An Efficient DenseNet using Learned Group Convolutions	A4 portrait format, 1:sqrt(2) aspect ratio, scientific illustration of the CondenseNet architecture: cross-section view showing dense connectivity between neural network layers as a web of fine gray lines, with a learned group convolution mechanism actively pruning and condensing superfluous connections into distinct, efficient grouped pathways highlighted in vibrant blue and orange, against a clean white background with subtle grid lines, technical diagram style with sharp edges and clean labels, focused lighting from above to emphasize the contrast between the initial dense web and the final optimized structure.	A4 portrait format, 1:sqrt(2) aspect ratio. Scientific visualization of a CondenseNet architecture with learned group convolutions, showing a dense neural network with redundant connections being pruned, visualized as thin, translucent blue lines being selectively removed, revealing a more efficient, streamlined network with golden energy flow pathways, overlaid on a clean, dark background with subtle grid lines, rendered in a precise, technical illustration style with sharp edges and flat colors, using a cool color palette of blues and grays with strategic accents of gold for data flow.	0.3933
1601.00400v1	Multi-task CNN Model for Attribute Prediction	A4 portrait format, scientific visualization of a multi-task CNN architecture for attribute prediction, showing multiple parallel convolutional neural networks processing an input image, each CNN branch generating attribute-specific feature representations visualized as distinct colored activation maps, latent task matrix decomposition illustrated as a grid of shared parameters with arrows indicating knowledge transfer between attribute groups, natural grouping shown through color-coded clusters where same-group attributes share thicker connection lines while different groups have thinner competitive connections, under-sampled classifiers receiving boosted statistics from other classifiers depicted as reinforcement arrows, clean technical illustration style with precise linework, blue and orange color scheme representing different attribute groups, split-view composition showing both network architecture and parameter decomposition, subtle gradient background, professional scientific diagram aesthetic	A4 portrait format, scientific visualization of a multi-task convolutional neural network (CNN) architecture for attribute prediction, showing three parallel CNN branches processing the same input image, each branch extracting attribute-specific feature representations visualized as distinct colored activation maps (blue for color, orange for texture, green for shape), with a central latent task matrix and combination matrix decomposing the shared parameters, natural attribute grouping shown as separate clusters of connected nodes, clean technical illustration style with precise linework and subtle gradients, split-view composition with the input image on the left and the multi-task architecture diagram on the right, cool color palette with accents of warm colors for activation highlights	0.4557
1406.3877v2	Argument Ranking with Categoriser Function	A4 portrait format, 1:sqrt(2) aspect ratio. A directed graph of abstract arguments represented as interconnected nodes, with cycles highlighted in a distinct color. The categoriser function visualized as a mathematical function mapping each argument node to a numerical strength value, depicted as a vertical bar or heat intensity within the node. Fixed point technique illustrated as an iterative convergence process, shown with converging arrows and a sequence of equations solving a system of non-linear equations. Clean, academic illustration style with a muted color palette of blues, grays, and a single accent color for highlights. The composition is a split-view: the left side shows the argumentation framework graph with strength mappings, and the right side shows the mathematical fixed-point iteration process converging to a	A4 portrait format, scientific visualization of argument ranking with categoriser function, abstract tree structure of arguments with nodes as colored spheres and edges as glowing lines, categoriser strength visualized as a translucent, layered energy field enveloping the tree, non-linear equation solution depicted as a converging fixed point trajectory, cool blue and purple color palette with warm orange accents for strength values, clean academic illustration style with precise linework and subtle volumetric lighting, split-view composition showing the abstract argument system on the left and the mathematical fixed point convergence on the right, accurate representation of the categoriser function's iterative process solving for the strength value in a cyclic argument graph.	0.3083
1404.7279v1	Assessing the players'performance in the game of bridge: A fuzzy logic approach	"A fuzzy logic assessment system for bridge players' performance, showing overlapping fuzzy subsets of linguistic labels like ""expert"", ""intermediate"", and ""novice"" with graded membership functions, a centroid defuzzification process converting fuzzy data to a crisp numerical output on a performance scale, bridge cards and bidding boxes in the background, clean scientific diagram style with soft color gradients for membership functions (blues, purples, greens), top-down analytical perspective, A4 portrait format, 1:sqrt(2) aspect ratio"	"A4 portrait format, scientific visualization of fuzzy logic applied to bridge player performance assessment, showing a bridge table with four players, each represented as a fuzzy subset of linguistic labels (e.g. ""excellent"", ""good"", ""fair"", ""poor"") visualized as overlapping translucent colored regions, with centroid defuzzification method depicted as a central golden point calculating a crisp numerical score, clean academic illustration style with precise linework and subtle shadows, split-view composition showing both the fuzzy subset representation and the resulting crisp score output, color palette of deep blues, purples, and gold accents, technical and precise visualization of mathematical concepts applied to real-world data analysis."	0.257
1705.00394v1	Stochastic Divergence Minimization for Biterm Topic Model	A4 portrait format, 1:sqrt(2) aspect ratio. A scientific visualization of a stochastic divergence minimization algorithm applied to a biterm topic model. The scene shows a network of word pairs (biterms) as interconnected nodes in the foreground, with latent topics represented as translucent, overlapping colored probability distributions in the background. The algorithm's stochastic optimization is visualized as a dynamic gradient flow of light particles minimizing the divergence between the model's estimated topic distributions and the true underlying distribution, depicted as converging from a state of high entropy (dispersed, multi-colored particles) to low entropy (focused, coherent streams). The color palette uses a gradient from cool blues (high divergence/entropy) to warm reds and yellows (low	A4 portrait format, scientific visualization of the Biterm Topic Model (BTM) inference process, showing a 3D scatter plot of word co-occurrence pairs (biterms) with latent topic assignments, stochastic gradient descent optimization visualized as converging particle trajectories on the topic space manifold, color-coded by topic, with translucent surfaces representing the divergence minimization objective function, clean academic illustration style with precise line work and subtle gradients, split-view composition showing the algorithmic flow from raw text data to topic distributions, using a cool color palette of blues and purples with accent colors for topic clusters.	0.3192
1803.08475v1	Attention Solves Your TSP	A4 portrait format, 1:sqrt(2) aspect ratio. A scientific diagram illustrating an attention-based neural network solving the Euclidean Traveling Salesman Problem. The left side shows a graph with 20 nodes scattered on a 2D plane, connected by a near-optimal Hamiltonian tour highlighted in a solid, bold blue line. The right side visualizes the internal mechanism: a multi-head graph attention layer where node embeddings are represented as colored spheres. Attention weights between nodes are depicted as semi-transparent, glowing beams of varying intensity (thicker and brighter for higher attention), focusing on the nodes that form the next step in the tour. The style is a clean, modern academic illustration with a white background, using a color palette of deep	A4 portrait format, scientific visualization of a graph attention mechanism solving the Traveling Salesman Problem, showing a 2D Euclidean graph with 20 nodes as colored spheres, attention weights visualized as translucent, glowing connection lines between nodes, policy rollout depicted as a deterministic path of golden nodes, REINFORCE training process shown as a background gradient from cool blue to warm red, clean academic illustration style with precise linework and subtle depth of field, split-view composition showing both the graph attention architecture and the resulting optimized tour path	0.3158
1507.02011v1	A Bayesian Approach for Online Classifier Ensemble	A Bayesian classifier ensemble visualized as recursive probability distributions updating in real-time, data stream flowing through multiple classifier nodes with weight parameters shown as dynamically adjusting Gaussian curves, posterior distributions depicted as evolving 3D probability surfaces with uncertainty shading, mathematical notation for Bayesian updating formulas floating in background, cool analytical color palette of blues and purples with warm highlights for active updates, clean computational neuroscience illustration style, layered composition showing data flow from left to right with probability distributions evolving downward, precise mathematical visualization with no decorative elements, A4 portrait format with 1:sqrt(2) aspect ratio	A Bayesian online classifier ensemble, visualized as a dynamic network of interconnected nodes representing individual classifiers, with Bayesian posterior distributions over weights depicted as translucent, colored probability clouds surrounding each node, recursive update mechanism shown as a flowing stream of data points with associated loss functions, scientific diagram style with clean lines and precise labels, split-view composition showing both the abstract network and a concrete example of a real-world dataset, cool analytical color palette of blues and grays with accent colors for different loss functions, A4 portrait format with 1:sqrt(2) aspect ratio, highly detailed and accurate representation of the mathematical concepts.	0.3153
1609.04079v1	Single-image RGB Photometric Stereo With Spatially-varying Albedo	A4 portrait format, 1:sqrt(2) aspect ratio. Scientific visualization of a single-shot RGB photometric stereo system for 3D shape recovery. A glossy, complex-shaped object with distinct, spatially-varying colored patches (red, green, blue, yellow) sits on a dark surface. Three colored light sources (red, green, blue) illuminate the object from different angles, merging into a single, calibrated RGB spotlight that casts the object's shadow. The resulting single RGB image is shown as a floating inset, displaying the multiplexed color information. A dense grid of small, overlapping square patches overlays the object's surface. From one highlighted patch, a 3D surface normal distribution fans out, visualized as a translucent cone of	A4 portrait format, scientific visualization of a single RGB image photometric stereo system, three calibrated light directions (red, green, blue) multiplexed across color channels, surface geometry recovery of a non-degenerate local constant albedo patch, piece-wise constant albedo map with distinct values, dense set of local patches with shape distributions, combined surface normal map, technical illustration style with clean lines and precise labeling, split-view showing ideal theoretical recovery and practical algorithmic results, cool analytical color palette with precise color channel separation	0.2538
1801.01415v1	What have we learned from deep representations for action recognition?	A detailed scientific illustration of a two-stream convolutional neural network architecture for video action recognition, showing spatial (appearance) and temporal (motion) streams merging into a fusion layer, with learned feature visualizations overlaid as heatmaps and activation patterns on sample video frames depicting human actions, using a clean, technical diagram style with a cool color palette of blues and purples for network elements and warm reds/yellows for activations, arranged in a portrait A4 format (1:√2 aspect ratio) with a split-view composition showing the network hierarchy on the left and corresponding feature visualizations on the right, under clear, analytical lighting.	A4 portrait format, scientific visualization of a deep convolutional neural network architecture for action recognition, showing two-stream fusion of appearance and motion features, with local detectors for objects forming distributed representations, cross-stream connections visualized as glowing pathways, feature hierarchy from concrete to abstract with increasing invariance to irrelevant data, color-coded activation heatmaps from blue (low) to red (high), split-view composition with left side showing network layers and right side showing corresponding video frames with highlighted action classes, clean and precise academic illustration style with subtle grid lines and soft directional lighting, no decorative elements or fictional data	0.2857
1607.03463v2	LazySVD: Even Faster SVD Decomposition Yet Without Agonizing Pain	A4 portrait format, 1:sqrt(2) aspect ratio. Scientific visualization of the LazySVD algorithm framework for fast singular value decomposition. A large, abstract data matrix A, represented as a sparse grid of glowing blue data points, is being decomposed. Three primary, thick red arrows lazily and efficiently converge towards three dominant singular vectors, depicted as orthogonal, solid gold axes emerging from the matrix. In the background, faint, chaotic gray arrows represent the less efficient convergence paths of previous methods (block Krylov, stochastic, alternating minimization). The scene uses a clean, technical illustration style with a dark blue and charcoal background, accented by the glowing data points and the crisp red and gold algorithmic elements. The composition is a dynamic 	A4 portrait format, 1:sqrt(2) aspect ratio. A clean, academic scientific illustration of the LazySVD framework for fast k-SVD decomposition. The core concept is visualized as a large, sparse matrix A being processed by a series of interconnected, simplified algorithmic modules. The first module shows a block Krylov method extracting a single singular vector, with a clear gap-free convergence shown as a smooth, continuous blue energy flow. The second module depicts a variance-reduction stochastic method, with a single, precise golden arrow representing the accelerated update. The final module illustrates the alternating minimization step, shown as a simple, efficient loop of orange and blue data streams. The overall style is a precise, vector-based diagram with a muted color palette of blues, grays, and	0.302
1312.6820v1	A Fast Greedy Algorithm for Generalized Column Subset Selection	A4 portrait format, 1:sqrt(2) aspect ratio. A clean, abstract scientific visualization of a generalized column subset selection algorithm. A large, translucent source matrix A with many columns is shown on the left. A smaller target matrix B is on the right. A fast greedy algorithm, visualized as a glowing golden path, dynamically selects and highlights a few key columns from A. These selected columns emit beams of structured light that converge to accurately reconstruct the span of matrix B, shown as a shimmering geometric plane. The unselected columns of A fade into a muted background. A minimalist, technical illustration style with a cool color palette of blues and grays, accented with gold for the algorithmic path and selected elements. Clean lines, sharp	A4 portrait format, 1:sqrt(2) aspect ratio. Scientific visualization of a fast greedy algorithm for generalized column subset selection, showing a source matrix A with a subset of columns highlighted in warm orange, connected via a greedy selection path to a target matrix B, with the span of B visualized as a translucent blue geometric structure being approximated by the highlighted columns, clean lines and mathematical notation overlay, monochromatic blue and gray color palette with strategic orange accents, precise technical illustration style with subtle grid lines, overhead perspective showing the algorithmic flow from A to B.	0.3801
1111.5280v4	Stochastic gradient descent on Riemannian manifolds	A4 portrait format, 1:sqrt(2) aspect ratio. Scientific visualization of stochastic gradient descent on a Riemannian manifold. The scene shows a smooth, curved manifold surface colored in a gradient from deep blue to purple, representing the cost function landscape. A single, bright particle representing the stochastic gradient descent iterate moves along a geodesic path on the manifold, leaving a fading trail of its trajectory. The particle's movement is guided by a series of small, glowing tangent vectors in the manifold's tangent space, visualized as translucent arrows in warm orange and yellow, representing noisy gradient evaluations. The background is a dark, starry void. The lighting is soft, directional, and dramatic, casting subtle shadows that emphasize the manifold's curvature. The style	A4 portrait format, 1:sqrt(2) aspect ratio. Scientific visualization of stochastic gradient descent on a Riemannian manifold, showing a cost function landscape with curved, non-Euclidean geometry. A single optimization path, depicted as a glowing golden trajectory, descends from a high-dimensional point cloud of data samples towards a local minimum. The manifold's curvature is visualized with subtle grid lines and a faint, translucent coordinate chart. The gradient vector field is shown as a sparse, directional field of blue arrows. Style is a clean, precise 3D scientific illustration with soft, even lighting, a muted color palette of deep blues, grays, and gold accents, and a split-view composition showing the manifold geometry on the left and the algorithm's convergence on the right.	0.3629
1712.00684v2	GAGAN: Geometry-Aware Generative Adversarial Networks	A 3D face mesh with varying facial expressions and poses, generated by a neural network architecture diagram overlaid with geometric transformations, showing the mapping from a statistical shape model's latent space to a canonical coordinate frame, detailed wireframe mesh transitioning into a photorealistic face, blue and orange color scheme for data flow, clean academic illustration style, split-view composition showing both the geometric prior and the final generated image, sharp focus, A4 portrait format, 1:sqrt(2) aspect ratio	A4 portrait format, 1:sqrt(2) aspect ratio. A scientific visualization of a Geometry-Aware Generative Adversarial Network (GAGAN) architecture, showing a 3D statistical shape model of a human face as a latent variable space, with a differentiable geometric transformation module mapping the canonical coordinates to a photorealistic face image. The generator network is depicted as a series of interconnected neural layers, with the geometry-aware prior distribution visualized as a translucent, wireframe mesh overlaying the latent space. The discriminator network is shown as a separate, opposing architecture with a classification output. The style is a clean, technical 3D render with a cool color palette of blues and purples for the neural networks, contrasting with warm, natural colors for the generated face.	0.2277
1707.06089v1	Deep View-Sensitive Pedestrian Attribute Inference in an end-to-end Model	"A deep learning neural network architecture diagram showing a pedestrian silhouette with multi-view projections (front, side, back), each view feeding into specialized convolutional neural network branches, with feature maps visualized as colored activation grids, connected to a central multi-label classification output layer predicting attributes like ""backpack"", ""shorts"", ""long hair"", technical schematic style with clean lines and a muted color palette (blues, grays, and accent yellows), split-screen composition showing input surveillance image, network architecture, and output attribute tags, A4 portrait format, 1:sqrt(2) aspect ratio, precise engineering illustration"	"A4 portrait format, scientific visualization of a deep neural network architecture for pedestrian attribute inference, showing a central convolutional neural network processing a street scene image of a pedestrian, with multiple parallel branches emerging to predict localized attributes like ""hair"", ""backpack"", and ""shorts"", each branch visualized as a distinct colored pathway (blue, green, orange) with activation heatmaps, the coarse pose/view of the pedestrian represented as a translucent overlay grid or coordinate system, clean and precise digital illustration style with sharp edges and soft gradients, split-view composition showing the input image, the network architecture, and the final multi-label attribute predictions side-by-side, using a cool color palette of blues and grays with accent colors for the attribute pathways"	0.283
1303.2751v1	Gaussian Mixture Model for Handwritten Script Identification	A scientific illustration in A4 portrait format (1:sqrt(2) aspect ratio) showing a Gaussian Mixture Model (GMM) for handwritten script identification. The central visual is a 3D probability density surface composed of four overlapping Gaussian distributions, each representing a script: Roman (blue), Devanagari (red), Kannada (green), and Telugu (orange). Superimposed on this surface are sample handwritten words in their respective scripts. Arrows flow from the words into the GMM, labeled with the six novel directional energy features: horizontal, vertical, right diagonal, and left diagonal energy distributions, plus their standard deviations. The background features a subtle grid of decomposed image matrices showing directional energy maps. Clean, technical illustration	A4 portrait format, scientific visualization of a Gaussian Mixture Model (GMM) for handwritten script identification, showing a 2D probability density function with three distinct Gaussian components representing Roman, Devanagari, and Kannada scripts, each component colored in a distinct hue (blue, green, orange) with translucent overlapping surfaces, directional energy distributions visualized as concentric circular wave patterns emanating from handwritten word samples, standard deviation represented by Gaussian kernel widths, academic illustration style with clean lines, precise mathematical notation, and subtle grid background, split-view composition showing the GMM model on the left and a corresponding handwritten word sample with directional energy vectors on the right, cool color palette with precise color coding.	0.3028
0811.4413v6	A Spectral Algorithm for Learning Hidden Markov Models	A spectral algorithm diagram for learning Hidden Markov Models, showing a discrete time series of hidden states (circles in muted blue) transitioning to observed symbols (squares in warm orange), with a spectral decomposition matrix (SVD) represented as a grid of singular values in a heatmap from dark blue (low) to bright yellow (high), arrows indicating the flow from data to SVD to recovered transition and emission matrices, clean academic illustration style with precise line work on a white background, side-by-side composition showing the generative HMM process and the algorithmic spectral recovery steps, A4 portrait format, 1:sqrt(2) aspect ratio	A4 portrait format, scientific visualization of a Hidden Markov Model (HMM) learning algorithm, showing a discrete-time sequence of observations (words) flowing into a probabilistic state transition matrix, with the algorithm's spectral decomposition visualized as a singular value decomposition (SVD) of the HMM parameters, revealing latent states and observation probabilities, clean academic illustration style with precise line work and labeled components, cool color palette of blues and purples for the data flow, warm yellows and oranges for the algorithm's spectral components, split-view composition showing the input sequence on the left and the algorithm's output on the right, with mathematical notation for the separation condition floating in the background.	0.3178
1702.01970v1	Image Reconstruction using Matched Wavelet Estimated from Data Sensed Compressively using Partial Canonical Identity Matrix	A cross-section visualization of compressive sensing image reconstruction using data-matched wavelets, showing a grayscale test image (like 'cameraman' or 'lena') on the left, a sparse sampling grid using a partial canonical identity matrix in the center with measured pixels highlighted, and a reconstructed image using lifting-based separable matched wavelets on the right, with wavelet decomposition levels visualized as multi-level L-Pyramid overlays in semi-transparent blue and orange, arrows indicating the joint estimation and reconstruction flow, clean scientific diagram style with technical line art, precise labels for 'Sensing', 'Matched Wavelet Estimation', and 'Reconstruction', monochrome with accent colors for data flow, sharp focus, A4 portrait format, 1:sqrt	A4 portrait format, 1:sqrt(2) aspect ratio. Scientific visualization of a joint framework for compressive sensing and image reconstruction. A 3D schematic of a lifting-based, separable wavelet decomposition tree, with nodes representing image patches and edges showing inter-scale and inter-band connections. The wavelet coefficients are visualized as a multi-level L-Pyramid decomposition, with each level showing a different color-coded activation pattern (blue for low-frequency, warm red for high-frequency). The compressively sensed data is shown as a sparse, low-resolution image patch with a partial canonical identity matrix overlay, with golden energy streams representing the estimation of the matched wavelet from the CS data. The reconstruction is shown as a full, high-resolution image patch emerging from the wavelet decomposition tree, with a clean, academic illustration style using a muted color palette of blues, grays, and warm reds.	0.2188
1712.02779v3	A Rotation and a Translation Suffice: Fooling CNNs with Simple Transformations	A4 portrait format, 1:sqrt(2) aspect ratio. A scientific diagram illustrating the adversarial vulnerability of a convolutional neural network (CNN) to simple geometric transformations. On the left, a clean input image of a panda is correctly classified. On the right, the same image has undergone a slight counter-clockwise rotation and a small horizontal translation, causing the CNN's classification output to change incorrectly to a gibbon. Arrows and labels clearly indicate the applied rotation angle and translation vector. The CNN architecture is shown schematically in the background with convolutional layers, pooling layers, and fully connected layers, with the final misclassified output logits highlighted in red. Clean, technical illustration style with a muted color palette of blues, grays,	A4 portrait format, scientific visualization of a 3D convolutional neural network (CNN) architecture being perturbed by a simple geometric transformation, a 2D grid of input pixels being rotated and translated to create a misaligned feature map, activation patterns visualized as a heatmap overlay with warm reds and cool blues, neural connections shown as glowing lines, clean and precise academic illustration style with sharp edges and subtle volumetric lighting, split-view composition showing the original input on the left and the perturbed feature map on the right, technical diagram aesthetic with precise labels and a muted color palette of grays, blues, and reds.	0.3077
1612.02374v1	Automatic Detection of ADHD and ASD from Expressive Behaviour in RGBD Data	A4 portrait format, 1:sqrt(2) aspect ratio. A split-view scientific illustration showing the automatic detection of ADHD and ASD from expressive behaviour. On the left, a person is being recorded by an RGBD sensor (color and depth camera), with a faint overlay of a 3D facial mesh and skeletal pose points extracted in real-time. On the right, a dynamic deep learning neural network architecture processes the RGBD data streams, with layers visualizing the fusion of facial expression features (as heatmaps of facial action units) and 3D behavioural kinematics (as trajectories of movement). Arrows flow from the sensor data into the network, culminating in a final classification node branching into ADHD, ASD, and Control labels with high accuracy percentages	"A4 portrait format, 1:sqrt(2) aspect ratio. A detailed scientific visualization of a human brain's neural activity being analyzed by a deep learning convolutional neural network (CNN). The left side shows a translucent brain model with glowing neural pathways, overlaid with a heatmap of activation patterns in warm reds and cool blues. The right side shows the CNN architecture, with convolutional and pooling layers, processing the brain data. A central split-view shows the RGBD sensor data (color and depth) being input into the network, with the final classification output ""ADHD/ASD"" displayed. Clean, academic illustration style with precise linework, subtle volumetric lighting, and a muted color palette of blues, grays, and accent reds."	0.2954
1206.5248v1	Statistical Translation, Heat Kernels and Expected Distances	A4 portrait format, 1:sqrt(2) aspect ratio, scientific visualization of a statistical manifold with embedded text data points, a heat kernel diffusion process represented as a glowing orange-to-blue Gaussian blur expanding from a central document node across a network graph, expected distances visualized as translucent geodesic arcs of varying lengths connecting nodes, the manifold surface rendered as a translucent, curved grid of probability distributions, dark background with precise mathematical notation for the heat equation floating subtly in the space, academic diagram style with clean lines and a colorbar legend for diffusion time, isometric perspective showing both the manifold curvature and the graph structure	A4 portrait format, 1:sqrt(2) aspect ratio. Scientific visualization of a high-dimensional manifold of text documents, represented as a smooth, curved surface embedded in a 3D space. The manifold is colored with a gradient from cool blue (low similarity) to warm red (high similarity), with heat kernel diffusion visualized as a shimmering, translucent energy field flowing across the surface. Overlaid on the manifold are translucent, glowing statistical translation pathways, depicted as shimmering lines of light connecting similar documents. The composition is a split-view: the left side shows the abstract manifold with heat kernel diffusion, while the right side shows a detailed, magnified view of a single document's local neighborhood, with expected distances between documents visualized as precise, measured line segments. Style is a precise,	0.2735
1510.00203v1	Data Association for an Adaptive Multi-target Particle Filter Tracking System	Aerial view of a static surveillance scene with multiple pedestrian targets being tracked, showing particle filter distributions as translucent colored Gaussian blobs over each target, data association visualized as connecting lines between particle clusters and bounding box detections, state queues depicted as timeline ribbons below each tracked object with occlusion events shown as gaps in the ribbons, adaptive parameter adjustments visualized as dynamic particle density changes during occlusion, technical schematic style with clean lines and muted color palette (blues, grays, and accent yellows), split composition showing tracking visualization above and state queue timelines below, A4 portrait format, 1:sqrt(2) aspect ratio	A4 portrait format, scientific visualization of a multi-target particle filter tracking system with data association step, showing a static scene with multiple detected objects (red bounding boxes) and their corresponding particle filter approximations (blue translucent clouds of particles), with data association connections visualized as glowing golden lines linking detected objects to their particle clouds, state queues depicted as vertical stacks of colored data packets for each tracked object, adaptive parameter adjustments shown as dynamic golden gears and sliders, clean technical illustration style with precise linework and subtle gradients, split-view composition showing the system architecture on the left and performance evaluation metrics (e.g. accuracy, occlusion recovery) on the right, cool blue and warm red color palette with strategic use of gold for data flow and connections	0.3043
